flight_number,scheduled_departure_date,total_pax,departure_delay_min
782,2025-08-09,139,13.00
3604,2025-08-15,77,63.00
1974,2025-08-05,138,-6.00
3451,2025-08-15,87,-3.00
1377,2025-08-01,180,-6.00
4554,2025-08-02,57,1.00
4789,2025-08-14,65,98.00
4611,2025-08-01,51,56.00
5380,2025-08-12,49,-6.00
4638,2025-08-11,80,7.00
5646,2025-08-07,45,68.00
4429,2025-08-01,64,-6.00
2251,2025-08-04,134,0.00
4482,2025-08-11,41,12.00
5383,2025-08-04,62,14.00
2691,2025-08-01,196,13.00
2494,2025-08-02,185,5.00
378,2025-08-04,230,0.00
4517,2025-08-06,40,-9.00
2677,2025-08-11,211,-3.00
1641,2025-08-03,141,7.00
4429,2025-08-15,58,9.00
5094,2025-08-04,56,-9.00
793,2025-08-05,153,2.00
4546,2025-08-14,49,107.00
4458,2025-08-13,54,48.00
5601,2025-08-11,53,3.00
2144,2025-08-11,125,5.00
3628,2025-08-10,70,9.00
1124,2025-08-11,202,6.00
1387,2025-08-01,429,-1.00
1616,2025-08-07,130,3.00
343,2025-08-03,188,-9.00
5405,2025-08-15,45,-5.00
2427,2025-08-11,145,-4.00
1044,2025-08-07,220,-1.00
3422,2025-08-15,88,-3.00
1616,2025-08-03,168,9.00
5275,2025-08-07,45,-3.00
1178,2025-08-14,146,11.00
5499,2025-08-03,50,21.00
1269,2025-08-11,142,-2.00
4552,2025-08-04,47,8.00
1030,2025-08-15,55,-1.00
2092,2025-08-12,142,-6.00
2666,2025-08-11,221,-8.00
5493,2025-08-11,54,-10.00
5280,2025-08-14,73,9.00
5534,2025-08-11,49,0.00
534,2025-08-09,176,4.00
5274,2025-08-01,55,41.00
5585,2025-08-15,43,1.00
4481,2025-08-13,52,-3.00
5607,2025-08-05,77,-4.00
4507,2025-08-09,32,1.00
5124,2025-08-01,52,-6.00
5215,2025-08-11,44,-10.00
953,2025-08-14,167,2.00
1495,2025-08-08,129,8.00
3525,2025-08-14,70,0.00
3426,2025-08-02,71,-8.00
356,2025-08-15,123,12.00
2635,2025-08-04,137,43.00
4789,2025-08-12,27,85.00
920,2025-08-04,186,3.00
2148,2025-08-03,162,19.00
2201,2025-08-03,209,-3.00
4474,2025-08-11,43,-9.00
729,2025-08-12,154,-2.00
1659,2025-08-04,274,7.00
953,2025-08-05,224,14.00
1448,2025-08-07,132,-1.00
4542,2025-08-15,36,-9.00
3694,2025-08-03,82,0.00
5358,2025-08-11,52,-8.00
5699,2025-08-03,83,3.00
4554,2025-08-14,53,30.00
4445,2025-08-11,49,-7.00
3498,2025-08-03,93,-3.00
5833,2025-08-12,46,389.00
3681,2025-08-02,111,9.00
1616,2025-08-10,149,-3.00
1252,2025-08-11,149,2.00
4766,2025-08-12,42,202.00
5610,2025-08-11,44,174.00
5859,2025-08-14,96,-6.00
1124,2025-08-05,213,22.00
3440,2025-08-04,75,-1.00
708,2025-08-14,110,20.00
2113,2025-08-04,178,-2.00
2133,2025-08-13,197,128.00
3685,2025-08-04,66,-6.00
1801,2025-08-11,253,12.00
1403,2025-08-07,135,0.00
1660,2025-08-07,228,-3.00
845,2025-08-04,362,28.00
929,2025-08-03,184,2.00
3464,2025-08-08,71,0.00
276,2025-08-15,153,73.00
1082,2025-08-11,146,-2.00
1041,2025-08-14,140,8.00
503,2025-08-15,240,4.00
2071,2025-08-13,74,-6.00
2865,2025-08-15,178,21.00
580,2025-08-12,203,7.00
5517,2025-08-06,61,15.00
5094,2025-08-11,41,-6.00
5603,2025-08-12,28,171.00
2649,2025-08-05,189,-4.00
1495,2025-08-12,76,189.00
5027,2025-08-08,10,92.00
5517,2025-08-09,64,9.00
5122,2025-08-01,47,29.00
5532,2025-08-04,70,-5.00
5337,2025-08-01,78,0.00
5517,2025-08-11,74,-2.00
3568,2025-08-09,67,3.00
4780,2025-08-03,49,13.00
1239,2025-08-06,163,-3.00
5292,2025-08-08,74,-8.00
4809,2025-08-15,73,-3.00
4645,2025-08-02,57,-8.00
1975,2025-08-09,116,-5.00
5610,2025-08-03,49,11.00
4380,2025-08-06,36,3.00
1946,2025-08-08,195,-9.00
1909,2025-08-10,124,96.00
2211,2025-08-07,187,12.00
1413,2025-08-11,183,0.00
782,2025-08-02,177,57.00
2337,2025-08-14,207,6.00
4563,2025-08-11,42,-6.00
2629,2025-08-06,145,-5.00
1069,2025-08-02,121,-4.00
5420,2025-08-05,57,-4.00
2635,2025-08-14,150,12.00
1492,2025-08-06,96,159.00
2189,2025-08-03,168,-4.00
2195,2025-08-09,143,-2.00
2684,2025-08-01,237,-3.00
1381,2025-08-13,70,-11.00
758,2025-08-13,230,30.00
1297,2025-08-01,143,3.00
1823,2025-08-03,255,-2.00
1801,2025-08-02,222,175.00
3571,2025-08-06,81,-8.00
1933,2025-08-08,187,-4.00
758,2025-08-02,210,51.00
2200,2025-08-10,159,15.00
3685,2025-08-11,81,-1.00
2455,2025-08-03,188,-4.00
5652,2025-08-01,80,35.00
1485,2025-08-10,213,11.00
2067,2025-08-08,146,-6.00
5821,2025-08-09,51,0.00
5437,2025-08-13,65,9.00
2488,2025-08-06,81,118.00
4529,2025-08-14,44,335.00
5230,2025-08-07,38,-7.00
2616,2025-08-05,203,16.00
4389,2025-08-04,52,2.00
5521,2025-08-02,51,-3.00
5699,2025-08-04,81,1.00
1477,2025-08-13,126,-2.00
2005,2025-08-03,178,0.00
1252,2025-08-01,126,-2.00
5292,2025-08-11,76,2.00
1178,2025-08-05,138,-1.00
2254,2025-08-11,216,35.00
1793,2025-08-15,138,-1.00
5499,2025-08-01,40,16.00
5274,2025-08-14,54,32.00
5841,2025-08-14,55,-1.00
5045,2025-08-15,43,-11.00
5833,2025-08-04,83,2.00
2653,2025-08-14,166,-7.00
3614,2025-08-10,74,6.00
695,2025-08-07,211,13.00
944,2025-08-13,387,1.00
482,2025-08-03,138,-2.00
118,2025-08-09,186,5.00
5135,2025-08-10,26,-1.00
1041,2025-08-04,140,74.00
5435,2025-08-14,91,-4.00
2430,2025-08-14,159,-4.00
1996,2025-08-15,196,-1.00
611,2025-08-07,275,-5.00
1905,2025-08-08,142,-8.00
1580,2025-08-13,93,110.00
1834,2025-08-08,232,22.00
1304,2025-08-13,178,-7.00
1398,2025-08-11,149,95.00
380,2025-08-11,136,-4.00
5763,2025-08-11,88,39.00
5469,2025-08-03,81,-3.00
1069,2025-08-09,127,7.00
938,2025-08-14,187,72.00
5392,2025-08-13,62,-2.00
5038,2025-08-13,61,-8.00
3493,2025-08-04,79,9.00
2628,2025-08-09,35,97.00
5122,2025-08-10,40,216.00
2364,2025-08-15,133,-6.00
5988,2025-08-10,81,100.00
2683,2025-08-13,178,20.00
399,2025-08-04,174,-4.00
1643,2025-08-03,236,-8.00
4482,2025-08-11,41,0.00
4792,2025-08-08,61,-1.00
1974,2025-08-13,139,125.00
4188,2025-08-07,48,-6.00
5490,2025-08-10,74,24.00
1693,2025-08-08,95,44.00
2862,2025-08-07,215,46.00
4426,2025-08-04,48,-5.00
3708,2025-08-14,66,-2.00
2426,2025-08-09,209,45.00
609,2025-08-13,180,23.00
4574,2025-08-09,52,-5.00
881,2025-08-12,200,-3.00
5748,2025-08-08,68,14.00
912,2025-08-07,152,17.00
5859,2025-08-01,111,-7.00
980,2025-08-12,193,53.00
2099,2025-08-07,213,-1.00
5289,2025-08-10,52,-6.00
938,2025-08-06,189,194.00
5405,2025-08-10,43,7.00
561,2025-08-07,239,-4.00
2243,2025-08-05,134,-3.00
2147,2025-08-07,132,62.00
1377,2025-08-08,160,61.00
1010,2025-08-13,59,-5.00
1198,2025-08-14,232,-3.00
4546,2025-08-01,51,-4.00
2004,2025-08-07,150,-2.00
5051,2025-08-14,29,21.00
5444,2025-08-09,47,-7.00
3693,2025-08-09,61,-6.00
4590,2025-08-02,63,-9.00
5219,2025-08-15,71,-5.00
1803,2025-08-04,209,-4.00
2649,2025-08-02,201,56.00
5901,2025-08-10,80,92.00
5470,2025-08-15,86,-4.00
2133,2025-08-07,185,130.00
276,2025-08-05,101,9.00
739,2025-08-04,175,5.00
467,2025-08-13,147,-1.00
2113,2025-08-07,208,114.00
1830,2025-08-04,152,-4.00
845,2025-08-15,314,62.00
1525,2025-08-06,146,2.00
5215,2025-08-12,46,-5.00
2666,2025-08-01,229,-8.00
3604,2025-08-14,80,13.00
5118,2025-08-09,41,-6.00
1830,2025-08-11,157,-2.00
1899,2025-08-13,162,71.00
1677,2025-08-02,219,0.00
2616,2025-08-10,186,23.00
1525,2025-08-05,122,-6.00
1899,2025-08-11,133,14.00
275,2025-08-13,163,156.00
5795,2025-08-12,63,-6.00
2113,2025-08-11,171,88.00
2440,2025-08-14,176,-2.00
600,2025-08-14,169,6.00
4425,2025-08-04,50,5.00
2618,2025-08-12,150,4.00
3694,2025-08-01,88,-3.00
5737,2025-08-11,66,18.00
5447,2025-08-01,78,-3.00
1975,2025-08-06,115,-8.00
2148,2025-08-07,120,6.00
1485,2025-08-13,212,40.00
2658,2025-08-12,166,11.00
5051,2025-08-10,15,18.00
5964,2025-08-01,79,7.00
1224,2025-08-09,242,-7.00
1616,2025-08-01,143,1.00
4558,2025-08-06,48,-6.00
5124,2025-08-05,57,50.00
5980,2025-08-09,93,-4.00
5852,2025-08-05,68,-5.00
3568,2025-08-08,86,-3.00
4387,2025-08-03,53,-7.00
5585,2025-08-12,54,21.00
4476,2025-08-08,51,0.00
4186,2025-08-14,46,20.00
2343,2025-08-03,176,41.00
4611,2025-08-06,45,-8.00
2665,2025-08-01,216,43.00
2182,2025-08-08,181,126.00
2481,2025-08-15,185,93.00
2243,2025-08-08,172,1.00
2691,2025-08-10,201,6.00
2154,2025-08-09,191,85.00
2254,2025-08-14,217,50.00
5874,2025-08-10,44,9.00
1306,2025-08-11,222,-1.00
938,2025-08-01,205,1.00
2144,2025-08-13,133,0.00
4590,2025-08-11,50,28.00
1502,2025-08-12,184,353.00
5499,2025-08-14,41,-4.00
5045,2025-08-06,51,88.00
4188,2025-08-05,53,-10.00
669,2025-08-07,103,-7.00
4452,2025-08-09,51,-3.00
5376,2025-08-08,57,-2.00
5668,2025-08-14,54,-2.00
5930,2025-08-11,41,6.00
1097,2025-08-02,142,64.00
5051,2025-08-06,9,37.00
1741,2025-08-08,140,-2.00
1113,2025-08-13,162,8.00
2347,2025-08-08,124,29.00
5219,2025-08-13,52,-10.00
4458,2025-08-03,50,-4.00
4517,2025-08-07,58,-1.00
2179,2025-08-03,299,68.00
265,2025-08-03,116,22.00
5392,2025-08-04,72,10.00
3468,2025-08-05,69,-5.00
2677,2025-08-14,184,29.00
972,2025-08-13,382,12.00
503,2025-08-02,288,27.00
664,2025-08-14,180,102.00
2627,2025-08-10,211,36.00
1658,2025-08-08,184,-4.00
1983,2025-08-07,203,48.00
953,2025-08-10,197,42.00
3498,2025-08-06,70,-10.00
5353,2025-08-10,57,-3.00
5320,2025-08-08,48,21.00
4584,2025-08-10,49,0.00
938,2025-08-15,190,33.00
5230,2025-08-11,52,1.00
3635,2025-08-14,72,10.00
1100,2025-08-02,252,-10.00
1413,2025-08-04,168,-5.00
2337,2025-08-12,216,19.00
1576,2025-08-15,92,-4.00
2364,2025-08-12,117,-4.00
2369,2025-08-14,127,3.00
1502,2025-08-05,195,-3.00
1492,2025-08-01,154,43.00
1144,2025-08-05,156,30.00
2672,2025-08-02,186,9.00
5646,2025-08-15,52,-5.00
5344,2025-08-14,49,46.00
3498,2025-08-09,112,0.00
4791,2025-08-01,58,-9.00
4476,2025-08-04,53,-3.00
4519,2025-08-13,54,2.00
4600,2025-08-01,49,-1.00
1657,2025-08-13,108,72.00
739,2025-08-11,154,-2.00
4766,2025-08-10,48,90.00
1301,2025-08-07,118,62.00
2684,2025-08-15,235,6.00
3551,2025-08-04,75,13.00
3568,2025-08-05,84,-1.00
1477,2025-08-12,80,2.00
3571,2025-08-01,61,0.00
6002,2025-08-14,67,2.00
4406,2025-08-09,58,-6.00
5874,2025-08-06,56,17.00
1842,2025-08-09,249,6.00
2683,2025-08-05,229,-4.00
1693,2025-08-12,93,245.00
2684,2025-08-09,212,-4.00
5125,2025-08-04,45,-9.00
4610,2025-08-01,41,-7.00
224,2025-08-09,250,-14.00
972,2025-08-11,359,21.00
1583,2025-08-14,206,-3.00
4445,2025-08-13,49,-7.00
1659,2025-08-14,208,-1.00
1923,2025-08-11,126,2.00
1740,2025-08-08,197,-3.00
307,2025-08-03,153,-2.00
2211,2025-08-13,181,150.00
4636,2025-08-06,48,58.00
307,2025-08-10,132,-4.00
907,2025-08-13,369,106.00
4791,2025-08-06,42,-6.00
1135,2025-08-10,148,-4.00
5795,2025-08-09,83,43.00
5810,2025-08-09,54,17.00
4739,2025-08-01,47,2.00
4406,2025-08-04,53,-14.00
1168,2025-08-09,253,6.00
4563,2025-08-14,51,131.00
5712,2025-08-01,78,4.00
4504,2025-08-14,49,14.00
1643,2025-08-10,181,0.00
3641,2025-08-12,67,-1.00
4491,2025-08-13,46,8.00
944,2025-08-03,347,1.00
2389,2025-08-10,229,-3.00
791,2025-08-13,217,-7.00
2005,2025-08-13,92,13.00
265,2025-08-12,139,201.00
5843,2025-08-11,91,39.00
5469,2025-08-11,54,-3.00
4387,2025-08-14,57,9.00
2361,2025-08-11,264,-5.00
1538,2025-08-03,187,-2.00
2494,2025-08-12,121,136.00
1387,2025-08-05,211,-4.00
2201,2025-08-08,161,-7.00
5557,2025-08-04,68,13.00
1477,2025-08-06,95,-7.00
416,2025-08-11,171,-6.00
1801,2025-08-07,265,19.00
1779,2025-08-14,212,15.00
1584,2025-08-03,240,-5.00
3598,2025-08-08,86,0.00
1129,2025-08-07,164,35.00
5646,2025-08-11,54,33.00
1182,2025-08-15,102,2.00
1899,2025-08-12,145,196.00
5353,2025-08-13,44,-7.00
4501,2025-08-07,46,-5.00
468,2025-08-12,216,2.00
4391,2025-08-05,54,-1.00
2039,2025-08-14,250,13.00
399,2025-08-01,202,2.00
5593,2025-08-02,73,0.00
786,2025-08-14,170,6.00
1710,2025-08-10,185,22.00
944,2025-08-14,379,2.00
5382,2025-08-14,48,-9.00
5607,2025-08-15,81,32.00
1168,2025-08-07,226,11.00
374,2025-08-10,128,50.00
729,2025-08-14,96,-3.00
4468,2025-08-08,57,-3.00
714,2025-08-02,99,0.00
1301,2025-08-15,69,3.00
5699,2025-08-10,66,5.00
5136,2025-08-06,7,-11.00
5118,2025-08-08,49,-6.00
1983,2025-08-09,273,-6.00
5135,2025-08-13,22,-10.00
4390,2025-08-01,53,2.00
5027,2025-08-14,5,-11.00
3635,2025-08-05,72,0.00
5437,2025-08-14,45,0.00
5353,2025-08-14,47,3.00
476,2025-08-14,109,-3.00
881,2025-08-10,351,3.00
3464,2025-08-04,71,3.00
2100,2025-08-10,190,-5.00
714,2025-08-08,148,7.00
4529,2025-08-11,50,-7.00
1878,2025-08-02,276,-3.00
2661,2025-08-11,203,-10.00
3498,2025-08-08,78,-6.00
1616,2025-08-14,153,8.00
2658,2025-08-13,159,-2.00
2323,2025-08-14,295,22.00
5100,2025-08-03,34,21.00
5219,2025-08-09,58,10.00
4636,2025-08-07,44,40.00
2323,2025-08-05,288,-5.00
5712,2025-08-10,87,103.00
2100,2025-08-15,186,0.00
4463,2025-08-09,32,14.00
3525,2025-08-04,93,76.00
1641,2025-08-13,46,260.00
533,2025-08-13,140,31.00
2649,2025-08-11,193,9.00
3571,2025-08-09,65,-4.00
4458,2025-08-14,56,96.00
5607,2025-08-07,70,-2.00
2426,2025-08-14,174,18.00
4395,2025-08-10,41,0.00
5729,2025-08-09,48,-3.00
1967,2025-08-09,200,-2.00
5099,2025-08-01,53,-1.00
1168,2025-08-12,247,20.00
5963,2025-08-08,72,-5.00
445,2025-08-04,176,3.00
5392,2025-08-07,91,9.00
2430,2025-08-05,158,-4.00
5948,2025-08-07,74,2.00
1584,2025-08-14,220,10.00
4502,2025-08-08,39,-9.00
3614,2025-08-01,87,65.00
219,2025-08-04,420,0.00
2008,2025-08-01,358,15.00
1328,2025-08-07,208,-2.00
1347,2025-08-05,183,-4.00
2414,2025-08-12,92,-6.00
2133,2025-08-08,197,40.00
4380,2025-08-15,47,-7.00
2011,2025-08-08,191,8.00
970,2025-08-08,321,2.00
845,2025-08-13,229,11.00
3654,2025-08-12,78,21.00
1006,2025-08-04,173,1.00
356,2025-08-03,138,3.00
286,2025-08-13,181,-4.00
293,2025-08-03,172,31.00
729,2025-08-02,116,-7.00
1448,2025-08-06,138,1.00
5610,2025-08-02,51,-3.00
4431,2025-08-11,50,-6.00
1933,2025-08-11,184,-8.00
2652,2025-08-09,123,13.00
5646,2025-08-14,48,9.00
4416,2025-08-01,43,1.00
4568,2025-08-09,48,-6.00
4507,2025-08-04,49,-6.00
3667,2025-08-09,72,-1.00
4718,2025-08-10,49,129.00
5360,2025-08-08,50,1.00
5320,2025-08-05,58,-5.00
4468,2025-08-03,42,6.00
3433,2025-08-15,65,-1.00
1612,2025-08-10,133,13.00
5538,2025-08-11,33,834.00
2201,2025-08-14,230,-3.00
5607,2025-08-13,67,30.00
2378,2025-08-10,228,37.00
580,2025-08-02,223,8.00
2155,2025-08-12,141,60.00
3696,2025-08-01,69,89.00
2665,2025-08-05,221,13.00
2144,2025-08-01,192,15.00
5444,2025-08-02,47,104.00
556,2025-08-03,211,-6.00
2323,2025-08-08,283,-3.00
5557,2025-08-05,75,-9.00
5437,2025-08-01,52,2.00
2635,2025-08-01,148,0.00
2649,2025-08-07,195,27.00
4712,2025-08-04,69,-1.00
4571,2025-08-01,59,3.00
4504,2025-08-02,60,-4.00
2649,2025-08-13,191,300.00
1878,2025-08-03,264,14.00
5140,2025-08-11,53,7.00
310,2025-08-11,135,24.00
1381,2025-08-10,164,-3.00
758,2025-08-06,171,4.00
1660,2025-08-10,266,25.00
1989,2025-08-14,196,34.00
2155,2025-08-01,242,9.00
5103,2025-08-07,59,32.00
1168,2025-08-02,261,4.00
5469,2025-08-01,59,-5.00
3690,2025-08-11,73,-4.00
4559,2025-08-11,52,-10.00
5037,2025-08-08,15,-7.00
5601,2025-08-04,47,-3.00
2184,2025-08-01,150,3.00
1030,2025-08-12,62,256.00
4461,2025-08-13,53,76.00
2290,2025-08-08,144,4.00
349,2025-08-08,149,-4.00
1144,2025-08-11,190,15.00
286,2025-08-01,165,-3.00
1316,2025-08-12,133,11.00
5225,2025-08-06,48,35.00
1878,2025-08-04,221,-1.00
1617,2025-08-15,192,-5.00
2144,2025-08-05,146,4.00
1044,2025-08-08,283,9.00
5225,2025-08-01,48,-4.00
2144,2025-08-04,142,-1.00
5376,2025-08-03,75,-4.00
2635,2025-08-15,132,38.00
2059,2025-08-05,219,24.00
5505,2025-08-14,39,113.00
907,2025-08-11,291,28.00
5564,2025-08-03,55,9.00
764,2025-08-10,171,0.00
2364,2025-08-09,113,-3.00
3638,2025-08-03,90,22.00
5712,2025-08-08,78,-3.00
5135,2025-08-14,27,22.00
1209,2025-08-14,192,74.00
5337,2025-08-15,76,9.00
5852,2025-08-15,76,42.00
1660,2025-08-14,251,-4.00
5930,2025-08-09,84,-3.00
1381,2025-08-01,147,1.00
1599,2025-08-09,510,-5.00
5140,2025-08-10,35,-4.00
3498,2025-08-12,78,-8.00
622,2025-08-03,434,4.00
1785,2025-08-12,196,13.00
4395,2025-08-06,50,-9.00
3681,2025-08-09,80,-5.00
3536,2025-08-14,78,24.00
1859,2025-08-15,144,8.00
5131,2025-08-10,51,34.00
1708,2025-08-09,131,11.00
5521,2025-08-15,59,4.00
5038,2025-08-14,43,-2.00
2201,2025-08-01,261,-4.00
3668,2025-08-07,76,-3.00
980,2025-08-02,309,58.00
310,2025-08-04,134,4.00
563,2025-08-04,199,3.00
1129,2025-08-05,92,-4.00
4611,2025-08-13,59,16.00
1708,2025-08-10,141,26.00
1361,2025-08-03,127,21.00
1779,2025-08-15,95,46.00
5593,2025-08-03,76,-4.00
1677,2025-08-10,170,31.00
1612,2025-08-15,56,101.00
2059,2025-08-09,203,74.00
576,2025-08-12,212,4.00
5135,2025-08-08,34,-10.00
359,2025-08-13,156,0.00
2211,2025-08-15,190,23.00
5323,2025-08-10,81,0.00
2481,2025-08-12,124,444.00
1803,2025-08-11,231,-1.00
5859,2025-08-15,85,-4.00
5448,2025-08-01,57,43.00
5795,2025-08-13,91,-2.00
1793,2025-08-14,133,-4.00
3,2025-08-02,183,4.00
3598,2025-08-05,92,-3.00
3536,2025-08-07,67,10.00
5819,2025-08-05,47,-9.00
2005,2025-08-10,117,60.00
4429,2025-08-11,58,-2.00
1974,2025-08-08,160,-3.00
1583,2025-08-13,198,9.00
5398,2025-08-11,76,44.00
5414,2025-08-07,64,-5.00
3694,2025-08-04,91,-3.00
466,2025-08-14,100,-6.00
4739,2025-08-13,39,-3.00
5260,2025-08-13,60,-2.00
1756,2025-08-07,112,14.00
5274,2025-08-09,44,-2.00
5964,2025-08-05,74,0.00
2683,2025-08-07,206,57.00
2004,2025-08-15,162,15.00
5841,2025-08-12,69,-9.00
5737,2025-08-06,68,74.00
2865,2025-08-11,149,0.00
3440,2025-08-12,80,-7.00
2649,2025-08-01,214,-3.00
1658,2025-08-10,199,-3.00
1306,2025-08-04,206,-5.00
763,2025-08-09,216,-1.00
777,2025-08-04,199,227.00
4613,2025-08-15,57,52.00
2661,2025-08-10,190,-5.00
247,2025-08-14,141,-3.00
4585,2025-08-06,51,-7.00
5564,2025-08-08,46,17.00
617,2025-08-02,167,-2.00
2427,2025-08-04,147,9.00
1306,2025-08-08,220,-8.00
5521,2025-08-10,46,54.00
5833,2025-08-02,95,7.00
312,2025-08-05,196,0.00
1834,2025-08-11,181,4.00
4406,2025-08-02,57,-5.00
5748,2025-08-09,91,4.00
5108,2025-08-13,42,9.00
556,2025-08-13,140,-10.00
1377,2025-08-06,176,-4.00
533,2025-08-01,160,6.00
1909,2025-08-02,202,1.00
481,2025-08-05,138,-1.00
4739,2025-08-10,41,121.00
2137,2025-08-14,176,6.00
1564,2025-08-04,207,4.00
1328,2025-08-05,220,2.00
5833,2025-08-07,83,2.00
5521,2025-08-13,50,3.00
380,2025-08-02,246,-4.00
4549,2025-08-03,55,-9.00
5323,2025-08-03,68,1.00
1010,2025-08-07,75,-3.00
5352,2025-08-02,47,1.00
5290,2025-08-02,86,-1.00
5280,2025-08-05,45,-4.00
5253,2025-08-07,89,7.00
576,2025-08-14,197,12.00
468,2025-08-02,224,1.00
5125,2025-08-10,47,22.00
881,2025-08-04,371,-1.00
1785,2025-08-11,218,9.00
1224,2025-08-10,220,-5.00
2401,2025-08-10,243,-10.00
1741,2025-08-04,176,-8.00
4185,2025-08-03,55,-1.00
3690,2025-08-03,68,1.00
2497,2025-08-03,142,41.00
2627,2025-08-13,189,33.00
602,2025-08-13,146,34.00
5603,2025-08-06,37,-4.00
5731,2025-08-01,81,-2.00
1413,2025-08-08,182,-6.00
4718,2025-08-14,49,-11.00
356,2025-08-10,131,2.00
2067,2025-08-04,174,-1.00
275,2025-08-04,165,8.00
4718,2025-08-05,78,83.00
5470,2025-08-13,94,-4.00
2361,2025-08-10,271,136.00
482,2025-08-09,240,19.00
1857,2025-08-07,183,-1.00
1413,2025-08-01,199,0.00
5624,2025-08-14,81,-2.00
4445,2025-08-12,50,107.00
5108,2025-08-02,47,-1.00
5984,2025-08-06,66,-8.00
664,2025-08-08,154,-8.00
6002,2025-08-10,85,71.00
5499,2025-08-12,46,115.00
4530,2025-08-14,53,-9.00
3716,2025-08-09,74,-4.00
4638,2025-08-08,75,2.00
622,2025-08-05,454,-4.00
1168,2025-08-05,245,7.00
2629,2025-08-03,192,-3.00
5037,2025-08-05,25,-6.00
970,2025-08-09,229,0.00
739,2025-08-03,149,175.00
2154,2025-08-01,202,0.00
1872,2025-08-10,156,21.00
2067,2025-08-12,182,-8.00
1815,2025-08-15,145,96.00
2394,2025-08-07,256,27.00
1983,2025-08-01,207,16.00
1708,2025-08-15,136,11.00
2683,2025-08-08,210,0.00
5435,2025-08-10,104,4.00
1983,2025-08-04,186,21.00
987,2025-08-07,271,67.00
5624,2025-08-15,54,13.00
1808,2025-08-10,161,16.00
1335,2025-08-03,168,92.00
5425,2025-08-13,50,23.00
2440,2025-08-12,171,12.00
2302,2025-08-11,157,-2.00
2189,2025-08-13,138,-2.00
374,2025-08-03,138,-1.00
987,2025-08-04,243,-2.00
3433,2025-08-09,100,8.00
4611,2025-08-12,48,-11.00
4529,2025-08-13,60,-5.00
3707,2025-08-07,82,11.00
4780,2025-08-04,44,-11.00
786,2025-08-05,191,-4.00
2100,2025-08-07,193,1.00
729,2025-08-05,166,-6.00
3663,2025-08-13,67,65.00
5977,2025-08-08,85,-7.00
5229,2025-08-09,116,47.00
4461,2025-08-11,46,76.00
3601,2025-08-11,85,-2.00
5219,2025-08-02,61,59.00
2254,2025-08-07,240,9.00
5337,2025-08-14,83,145.00
1583,2025-08-12,170,7.00
2347,2025-08-15,147,10.00
2385,2025-08-15,168,-2.00
1124,2025-08-07,205,4.00
1740,2025-08-14,127,-11.00
1564,2025-08-10,137,261.00
708,2025-08-12,97,7.00
2488,2025-08-10,175,-4.00
2155,2025-08-09,271,106.00
2494,2025-08-07,193,32.00
1182,2025-08-09,210,119.00
4184,2025-08-07,51,1.00
4559,2025-08-07,52,-8.00
5469,2025-08-08,39,-10.00
5901,2025-08-11,72,-4.00
3465,2025-08-10,84,5.00
4552,2025-08-10,49,-6.00
2652,2025-08-10,180,233.00
2329,2025-08-08,160,14.00
5337,2025-08-11,89,29.00
1564,2025-08-08,173,29.00
2278,2025-08-09,235,0.00
2649,2025-08-03,189,143.00
5852,2025-08-13,68,67.00
3569,2025-08-11,86,7.00
356,2025-08-05,114,-4.00
399,2025-08-08,188,-6.00
3604,2025-08-01,92,144.00
602,2025-08-14,174,-1.00
2133,2025-08-14,182,48.00
1857,2025-08-07,183,0.00
2059,2025-08-13,187,2.00
1068,2025-08-09,160,52.00
291,2025-08-04,152,216.00
5821,2025-08-15,46,-5.00
4482,2025-08-01,53,-1.00
4546,2025-08-08,42,4.00
5280,2025-08-13,98,13.00
3610,2025-08-05,69,-3.00
1205,2025-08-07,206,-7.00
1933,2025-08-03,207,-3.00
1239,2025-08-09,161,8.00
4552,2025-08-06,36,17.00
4416,2025-08-13,52,26.00
1068,2025-08-06,152,-7.00
5564,2025-08-10,50,47.00
4809,2025-08-14,90,-3.00
5026,2025-08-08,37,16.00
1857,2025-08-10,236,0.00
399,2025-08-12,183,-8.00
265,2025-08-08,122,5.00
5915,2025-08-13,54,-7.00
972,2025-08-14,399,64.00
714,2025-08-11,140,-5.00
576,2025-08-04,199,1.00
1857,2025-08-04,192,-2.00
1851,2025-08-13,145,-4.00
5517,2025-08-13,81,40.00
2488,2025-08-05,178,-7.00
1756,2025-08-13,155,61.00
5269,2025-08-05,74,2.00
5964,2025-08-13,82,47.00
2424,2025-08-10,183,15.00
1273,2025-08-07,272,4.00
714,2025-08-04,134,96.00
2414,2025-08-03,166,-1.00
2211,2025-08-05,208,1.00
476,2025-08-04,117,-2.00
2075,2025-08-10,178,35.00
5352,2025-08-07,54,75.00
5225,2025-08-09,30,-6.00
3638,2025-08-15,78,-4.00
1776,2025-08-12,108,312.00
312,2025-08-02,158,-3.00
1660,2025-08-08,318,42.00
1448,2025-08-03,147,-3.00
2488,2025-08-09,213,-1.00
5125,2025-08-12,34,102.00
5344,2025-08-03,50,-3.00
4426,2025-08-03,63,25.00
4389,2025-08-08,51,-5.00
2677,2025-08-07,178,217.00
2290,2025-08-11,135,-2.00
3468,2025-08-11,104,-8.00
3603,2025-08-15,61,-12.00
1580,2025-08-03,201,38.00
5608,2025-08-08,54,-9.00
1156,2025-08-15,130,4.00
1923,2025-08-14,125,98.00
