flight_number,scheduled_departure_date,departure_delay_min,total_pax,ssr_count,load_category,ssr_volume
5668,2025-08-05,8.0,49,26,Low Load,Low SSR
2497,2025-08-01,44.0,109,77,Medium Load,High SSR
2653,2025-08-15,-2.0,191,49,High Load,High SSR
5234,2025-08-11,-6.0,46,18,Low Load,Low SSR
752,2025-08-14,-3.0,99,51,Medium Load,High SSR
5131,2025-08-14,2.0,48,23,Low Load,Low SSR
1967,2025-08-15,7.0,154,84,Medium Load,High SSR
5601,2025-08-12,0.0,48,71,Low Load,High SSR
3535,2025-08-14,-7.0,85,27,Medium Load,Low SSR
1872,2025-08-07,16.0,137,101,Medium Load,High SSR
349,2025-08-01,15.0,141,41,Medium Load,High SSR
4766,2025-08-11,43.0,49,19,Low Load,Low SSR
3551,2025-08-06,6.0,76,19,Medium Load,Low SSR
5448,2025-08-15,-1.0,52,26,Low Load,Low SSR
5289,2025-08-02,-1.0,46,22,Low Load,Low SSR
4186,2025-08-13,45.0,37,39,Low Load,Low SSR
777,2025-08-10,6.0,160,66,Medium Load,High SSR
1823,2025-08-10,-4.0,243,89,High Load,High SSR
4479,2025-08-02,-8.0,53,6,Low Load,Low SSR
953,2025-08-07,18.0,244,89,High Load,High SSR
3598,2025-08-07,19.0,74,34,Medium Load,Low SSR
4559,2025-08-06,-6.0,37,17,Low Load,Low SSR
5712,2025-08-15,-6.0,74,24,Medium Load,Low SSR
3468,2025-08-03,-3.0,101,23,Medium Load,Low SSR
5118,2025-08-02,1.0,68,43,Low Load,High SSR
2006,2025-08-02,2.0,211,80,High Load,High SSR
4188,2025-08-09,-4.0,43,22,Low Load,Low SSR
3690,2025-08-14,0.0,62,19,Low Load,Low SSR
2133,2025-08-03,27.0,187,91,High Load,High SSR
881,2025-08-08,9.0,316,93,High Load,High SSR
5565,2025-08-06,-10.0,54,19,Low Load,Low SSR
1502,2025-08-03,-2.0,205,77,High Load,High SSR
1659,2025-08-03,13.0,250,49,High Load,High SSR
1209,2025-08-02,23.0,185,65,High Load,High SSR
1620,2025-08-12,-2.0,221,82,High Load,High SSR
1178,2025-08-08,8.0,158,102,Medium Load,High SSR
1658,2025-08-14,-5.0,189,37,High Load,Low SSR
4611,2025-08-14,158.0,56,10,Low Load,Low SSR
1209,2025-08-11,-1.0,204,65,High Load,High SSR
4571,2025-08-04,1.0,52,18,Low Load,Low SSR
4431,2025-08-04,2.0,36,17,Low Load,Low SSR
4519,2025-08-08,11.0,33,18,Low Load,Low SSR
721,2025-08-13,-3.0,222,45,High Load,High SSR
5100,2025-08-06,-8.0,27,25,Low Load,Low SSR
2075,2025-08-05,80.0,190,94,High Load,High SSR
5505,2025-08-13,2.0,42,37,Low Load,Low SSR
764,2025-08-04,3.0,138,34,Medium Load,Low SSR
1941,2025-08-12,213.0,118,45,Medium Load,High SSR
1996,2025-08-12,-1.0,206,113,High Load,High SSR
5821,2025-08-08,-6.0,50,16,Low Load,Low SSR
2329,2025-08-07,-5.0,124,94,Medium Load,High SSR
4638,2025-08-10,-2.0,76,33,Medium Load,Low SSR
5643,2025-08-13,0.0,50,25,Low Load,Low SSR
1899,2025-08-15,7.0,134,48,Medium Load,High SSR
5251,2025-08-08,0.0,100,23,Medium Load,Low SSR
1304,2025-08-07,2.0,215,73,High Load,High SSR
1584,2025-08-10,-7.0,262,55,High Load,High SSR
4173,2025-08-04,-5.0,48,10,Low Load,Low SSR
2137,2025-08-04,-1.0,174,62,High Load,High SSR
118,2025-08-05,-6.0,169,69,High Load,High SSR
563,2025-08-15,-7.0,217,49,High Load,High SSR
1403,2025-08-05,3.0,109,73,Medium Load,High SSR
349,2025-08-10,22.0,129,41,Medium Load,High SSR
1776,2025-08-09,2.0,186,41,High Load,High SSR
1616,2025-08-09,72.0,137,85,Medium Load,High SSR
3690,2025-08-01,13.0,89,19,Medium Load,Low SSR
4546,2025-08-11,-9.0,51,18,Low Load,Low SSR
5392,2025-08-06,6.0,72,24,Low Load,Low SSR
1967,2025-08-05,8.0,225,84,High Load,High SSR
5852,2025-08-10,42.0,82,31,Medium Load,Low SSR
5748,2025-08-10,258.0,69,36,Low Load,Low SSR
2691,2025-08-07,-4.0,206,30,High Load,Low SSR
1811,2025-08-06,-6.0,201,151,High Load,High SSR
534,2025-08-03,-5.0,212,108,High Load,High SSR
1830,2025-08-14,32.0,163,70,Medium Load,High SSR
791,2025-08-09,-5.0,293,31,High Load,Low SSR
1594,2025-08-15,51.0,135,77,Medium Load,High SSR
2071,2025-08-10,-4.0,233,27,High Load,Low SSR
1612,2025-08-14,0.0,75,92,Medium Load,High SSR
2658,2025-08-07,72.0,160,104,Medium Load,High SSR
356,2025-08-09,162.0,105,108,Medium Load,High SSR
4389,2025-08-06,-5.0,61,21,Low Load,Low SSR
1620,2025-08-10,-4.0,228,82,High Load,High SSR
1793,2025-08-01,-7.0,139,38,Medium Load,Low SSR
3422,2025-08-08,-3.0,86,29,Medium Load,Low SSR
5376,2025-08-13,-3.0,75,39,Medium Load,Low SSR
2414,2025-08-09,-1.0,99,31,Medium Load,Low SSR
2628,2025-08-02,2.0,138,49,Medium Load,High SSR
4188,2025-08-02,75.0,63,22,Low Load,Low SSR
5337,2025-08-03,-6.0,90,25,Medium Load,Low SSR
5984,2025-08-12,-2.0,79,24,Medium Load,Low SSR
1616,2025-08-12,22.0,145,85,Medium Load,High SSR
5726,2025-08-09,25.0,62,18,Low Load,Low SSR
5020,2025-08-05,-8.0,26,26,Low Load,Low SSR
1620,2025-08-01,32.0,233,82,High Load,High SSR
2481,2025-08-13,10.0,188,66,High Load,High SSR
4461,2025-08-08,-14.0,57,19,Low Load,Low SSR
2385,2025-08-06,-2.0,200,42,High Load,High SSR
503,2025-08-11,3.0,245,108,High Load,High SSR
1301,2025-08-12,267.0,103,37,Medium Load,Low SSR
714,2025-08-05,-5.0,141,95,Medium Load,High SSR
286,2025-08-10,-1.0,144,51,Medium Load,High SSR
1538,2025-08-12,-4.0,151,73,Medium Load,High SSR
349,2025-08-14,104.0,188,41,High Load,High SSR
399,2025-08-03,-9.0,192,53,High Load,High SSR
909,2025-08-05,26.0,209,97,High Load,High SSR
1834,2025-08-03,39.0,192,97,High Load,High SSR
3465,2025-08-13,2.0,74,25,Medium Load,Low SSR
729,2025-08-04,-9.0,165,30,Medium Load,Low SSR
5108,2025-08-06,57.0,47,33,Low Load,Low SSR
3571,2025-08-07,-6.0,71,27,Low Load,Low SSR
1909,2025-08-01,-2.0,215,55,High Load,High SSR
4739,2025-08-11,-2.0,50,31,Low Load,Low SSR
4517,2025-08-03,-2.0,49,14,Low Load,Low SSR
1421,2025-08-05,-7.0,225,51,High Load,High SSR
5444,2025-08-13,-4.0,37,7,Low Load,Low SSR
4461,2025-08-02,7.0,51,19,Low Load,Low SSR
5444,2025-08-12,-6.0,41,7,Low Load,Low SSR
5748,2025-08-01,-4.0,72,36,Low Load,Low SSR
1538,2025-08-15,-13.0,149,73,Medium Load,High SSR
1859,2025-08-13,7.0,132,50,Medium Load,High SSR
1848,2025-08-15,0.0,142,78,Medium Load,High SSR
1205,2025-08-05,-7.0,206,67,High Load,High SSR
2430,2025-08-02,0.0,147,46,Medium Load,High SSR
5472,2025-08-02,-8.0,48,6,Low Load,Low SSR
5376,2025-08-01,189.0,74,39,Medium Load,Low SSR
4613,2025-08-14,0.0,50,13,Low Load,Low SSR
1215,2025-08-13,-4.0,184,66,High Load,High SSR
1448,2025-08-11,-7.0,138,78,Medium Load,High SSR
5852,2025-08-09,-1.0,69,31,Low Load,Low SSR
467,2025-08-09,2.0,146,99,Medium Load,High SSR
2195,2025-08-07,-5.0,163,85,Medium Load,High SSR
5810,2025-08-15,-5.0,51,26,Low Load,Low SSR
5763,2025-08-09,3.0,86,49,Medium Load,High SSR
1801,2025-08-09,22.0,287,98,High Load,High SSR
1403,2025-08-13,42.0,113,73,Medium Load,High SSR
5712,2025-08-04,-4.0,78,24,Medium Load,Low SSR
1198,2025-08-06,41.0,240,36,High Load,Low SSR
739,2025-08-01,24.0,157,59,Medium Load,High SSR
786,2025-08-04,-2.0,170,74,High Load,High SSR
1069,2025-08-13,46.0,158,67,Medium Load,High SSR
3,2025-08-15,4.0,209,57,High Load,High SSR
5470,2025-08-11,-1.0,75,23,Medium Load,Low SSR
2488,2025-08-15,-6.0,187,82,High Load,High SSR
276,2025-08-02,13.0,199,48,High Load,High SSR
4645,2025-08-07,-4.0,48,23,Low Load,Low SSR
5964,2025-08-15,41.0,79,19,Medium Load,Low SSR
1403,2025-08-03,3.0,119,73,Medium Load,High SSR
2254,2025-08-10,-4.0,239,71,High Load,High SSR
791,2025-08-04,-3.0,222,31,High Load,Low SSR
5624,2025-08-09,-1.0,73,25,Medium Load,Low SSR
378,2025-08-05,1.0,207,59,High Load,High SSR
1811,2025-08-12,28.0,178,151,High Load,High SSR
2487,2025-08-04,33.0,155,55,Medium Load,High SSR
1921,2025-08-09,-7.0,195,6,High Load,Low SSR
3569,2025-08-06,-5.0,80,38,Medium Load,Low SSR
2370,2025-08-01,25.0,206,81,High Load,High SSR
1297,2025-08-02,-8.0,143,85,Medium Load,High SSR
5125,2025-08-07,3.0,50,26,Low Load,Low SSR
1304,2025-08-14,-5.0,190,73,High Load,High SSR
3663,2025-08-03,3.0,67,23,Low Load,Low SSR
2497,2025-08-11,1.0,141,77,Medium Load,High SSR
1659,2025-08-02,2.0,264,49,High Load,High SSR
1693,2025-08-01,2.0,96,36,Medium Load,Low SSR
660,2025-08-03,0.0,248,55,High Load,High SSR
1815,2025-08-13,-4.0,162,45,Medium Load,High SSR
5376,2025-08-11,-1.0,70,39,Low Load,Low SSR
5624,2025-08-06,20.0,86,25,Medium Load,Low SSR
4390,2025-08-09,-5.0,50,16,Low Load,Low SSR
6002,2025-08-03,-2.0,73,25,Medium Load,Low SSR
4184,2025-08-12,192.0,13,18,Low Load,Low SSR
312,2025-08-08,0.0,121,34,Medium Load,Low SSR
5362,2025-08-11,10.0,44,32,Low Load,Low SSR
5603,2025-08-01,78.0,65,67,Low Load,High SSR
2008,2025-08-04,152.0,313,74,High Load,High SSR
987,2025-08-02,5.0,377,90,High Load,High SSR
1975,2025-08-10,-4.0,145,51,Medium Load,High SSR
374,2025-08-14,-2.0,154,85,Medium Load,High SSR
881,2025-08-15,2.0,369,93,High Load,High SSR
2290,2025-08-05,-3.0,151,52,Medium Load,High SSR
3568,2025-08-14,4.0,75,26,Medium Load,Low SSR
1335,2025-08-15,209.0,124,104,Medium Load,High SSR
5534,2025-08-06,-3.0,81,23,Medium Load,Low SSR
1347,2025-08-14,-1.0,184,77,High Load,High SSR
4431,2025-08-15,0.0,50,17,Low Load,Low SSR
5729,2025-08-01,-8.0,50,76,Low Load,High SSR
4712,2025-08-13,-2.0,70,22,Low Load,Low SSR
4712,2025-08-15,-4.0,55,22,Low Load,Low SSR
2691,2025-08-12,-3.0,194,30,High Load,Low SSR
2488,2025-08-01,34.0,200,82,High Load,High SSR
5269,2025-08-08,1.0,56,21,Low Load,Low SSR
3635,2025-08-01,15.0,68,18,Low Load,Low SSR
468,2025-08-14,-4.0,202,114,High Load,High SSR
5534,2025-08-03,3.0,85,23,Medium Load,Low SSR
4574,2025-08-08,-2.0,44,24,Low Load,Low SSR
5695,2025-08-11,-11.0,55,3,Low Load,Low SSR
1531,2025-08-01,29.0,147,102,Medium Load,High SSR
2394,2025-08-10,85.0,214,56,High Load,High SSR
291,2025-08-06,116.0,154,60,Medium Load,High SSR
2232,2025-08-13,4.0,162,20,Medium Load,Low SSR
5499,2025-08-15,3.0,52,30,Low Load,Low SSR
1156,2025-08-11,1.0,144,80,Medium Load,High SSR
4482,2025-08-08,20.0,59,15,Low Load,Low SSR
2011,2025-08-13,-7.0,154,87,Medium Load,High SSR
987,2025-08-15,44.0,352,90,High Load,High SSR
4585,2025-08-10,29.0,52,26,Low Load,Low SSR
4458,2025-08-11,-4.0,53,37,Low Load,Low SSR
4391,2025-08-14,9.0,54,19,Low Load,Low SSR
4638,2025-08-07,12.0,79,33,Medium Load,Low SSR
5234,2025-08-12,5.0,46,18,Low Load,Low SSR
5444,2025-08-01,-4.0,60,7,Low Load,Low SSR
5275,2025-08-11,-10.0,48,27,Low Load,Low SSR
4778,2025-08-06,-4.0,55,16,Low Load,Low SSR
5946,2025-08-13,2.0,73,23,Medium Load,Low SSR
4416,2025-08-03,-5.0,61,29,Low Load,Low SSR
5021,2025-08-13,308.0,40,28,Low Load,Low SSR
5099,2025-08-05,11.0,45,22,Low Load,Low SSR
5810,2025-08-01,-7.0,76,26,Medium Load,Low SSR
1975,2025-08-11,-2.0,126,51,Medium Load,High SSR
1658,2025-08-01,-4.0,217,37,High Load,Low SSR
2038,2025-08-15,36.0,124,28,Medium Load,Low SSR
2389,2025-08-06,0.0,218,138,High Load,High SSR
695,2025-08-14,34.0,159,75,Medium Load,High SSR
5555,2025-08-15,72.0,52,17,Low Load,Low SSR
1363,2025-08-06,40.0,263,113,High Load,High SSR
2184,2025-08-15,-5.0,90,14,Medium Load,Low SSR
468,2025-08-09,0.0,212,114,High Load,High SSR
1387,2025-08-02,3.0,481,83,High Load,High SSR
5376,2025-08-15,-8.0,60,39,Low Load,Low SSR
2652,2025-08-12,26.0,130,109,Medium Load,High SSR
378,2025-08-01,14.0,231,59,High Load,High SSR
1980,2025-08-11,4.0,155,25,Medium Load,Low SSR
5930,2025-08-02,0.0,76,23,Medium Load,Low SSR
1097,2025-08-08,-5.0,148,32,Medium Load,Low SSR
2182,2025-08-01,22.0,188,108,High Load,High SSR
4542,2025-08-07,-3.0,53,21,Low Load,Low SSR
695,2025-08-13,1.0,202,75,High Load,High SSR
310,2025-08-14,7.0,142,119,Medium Load,High SSR
1306,2025-08-15,-5.0,253,58,High Load,High SSR
721,2025-08-07,66.0,232,45,High Load,High SSR
3699,2025-08-09,1.0,95,13,Medium Load,Low SSR
2280,2025-08-04,-2.0,270,54,High Load,High SSR
1100,2025-08-11,11.0,169,36,High Load,Low SSR
2658,2025-08-05,0.0,169,104,High Load,High SSR
5021,2025-08-02,3.0,44,28,Low Load,Low SSR
2201,2025-08-11,-3.0,170,101,High Load,High SSR
2251,2025-08-08,-7.0,141,28,Medium Load,Low SSR
4712,2025-08-12,49.0,34,22,Low Load,Low SSR
4436,2025-08-15,-8.0,55,23,Low Load,Low SSR
4542,2025-08-01,19.0,45,21,Low Load,Low SSR
5748,2025-08-02,-3.0,76,36,Medium Load,Low SSR
782,2025-08-09,13.0,139,12,Medium Load,Low SSR
3604,2025-08-15,63.0,77,24,Medium Load,Low SSR
1974,2025-08-05,-6.0,138,93,Medium Load,High SSR
3451,2025-08-15,-3.0,87,26,Medium Load,Low SSR
1377,2025-08-01,-6.0,180,69,High Load,High SSR
4554,2025-08-02,1.0,57,23,Low Load,Low SSR
4789,2025-08-14,98.0,65,33,Low Load,Low SSR
4611,2025-08-01,56.0,51,10,Low Load,Low SSR
5380,2025-08-12,-6.0,49,21,Low Load,Low SSR
4638,2025-08-11,7.0,80,33,Medium Load,Low SSR
5646,2025-08-07,68.0,45,16,Low Load,Low SSR
4429,2025-08-01,-6.0,64,24,Low Load,Low SSR
2251,2025-08-04,0.0,134,28,Medium Load,Low SSR
4482,2025-08-11,12.0,41,60,Low Load,High SSR
5383,2025-08-04,14.0,62,13,Low Load,Low SSR
2691,2025-08-01,13.0,196,30,High Load,Low SSR
2494,2025-08-02,5.0,185,73,High Load,High SSR
378,2025-08-04,0.0,230,59,High Load,High SSR
4517,2025-08-06,-9.0,40,14,Low Load,Low SSR
2677,2025-08-11,-3.0,211,104,High Load,High SSR
1641,2025-08-03,7.0,141,41,Medium Load,High SSR
4429,2025-08-15,9.0,58,24,Low Load,Low SSR
5094,2025-08-04,-9.0,56,16,Low Load,Low SSR
793,2025-08-05,2.0,153,93,Medium Load,High SSR
4546,2025-08-14,107.0,49,18,Low Load,Low SSR
4458,2025-08-13,48.0,54,37,Low Load,Low SSR
5601,2025-08-11,3.0,53,71,Low Load,High SSR
2144,2025-08-11,5.0,125,53,Medium Load,High SSR
3628,2025-08-10,9.0,70,20,Low Load,Low SSR
1124,2025-08-11,6.0,202,103,High Load,High SSR
1387,2025-08-01,-1.0,429,83,High Load,High SSR
1616,2025-08-07,3.0,130,85,Medium Load,High SSR
343,2025-08-03,-9.0,188,104,High Load,High SSR
5405,2025-08-15,-5.0,45,16,Low Load,Low SSR
2427,2025-08-11,-4.0,145,57,Medium Load,High SSR
1044,2025-08-07,-1.0,220,74,High Load,High SSR
3422,2025-08-15,-3.0,88,29,Medium Load,Low SSR
1616,2025-08-03,9.0,168,85,Medium Load,High SSR
5275,2025-08-07,-3.0,45,27,Low Load,Low SSR
1178,2025-08-14,11.0,146,102,Medium Load,High SSR
5499,2025-08-03,21.0,50,30,Low Load,Low SSR
1269,2025-08-11,-2.0,142,118,Medium Load,High SSR
4552,2025-08-04,8.0,47,19,Low Load,Low SSR
1030,2025-08-15,-1.0,55,43,Low Load,High SSR
2092,2025-08-12,-6.0,142,41,Medium Load,High SSR
2666,2025-08-11,-8.0,221,40,High Load,Low SSR
5493,2025-08-11,-10.0,54,18,Low Load,Low SSR
5280,2025-08-14,9.0,73,17,Medium Load,Low SSR
5534,2025-08-11,0.0,49,23,Low Load,Low SSR
534,2025-08-09,4.0,176,108,High Load,High SSR
5274,2025-08-01,41.0,55,39,Low Load,Low SSR
5585,2025-08-15,1.0,43,13,Low Load,Low SSR
4481,2025-08-13,-3.0,52,17,Low Load,Low SSR
5607,2025-08-05,-4.0,77,41,Medium Load,High SSR
4507,2025-08-09,1.0,32,18,Low Load,Low SSR
5124,2025-08-01,-6.0,52,19,Low Load,Low SSR
5215,2025-08-11,-10.0,44,21,Low Load,Low SSR
953,2025-08-14,2.0,167,89,Medium Load,High SSR
1495,2025-08-08,8.0,129,68,Medium Load,High SSR
3525,2025-08-14,0.0,70,23,Low Load,Low SSR
3426,2025-08-02,-8.0,71,15,Low Load,Low SSR
356,2025-08-15,12.0,123,108,Medium Load,High SSR
2635,2025-08-04,43.0,137,56,Medium Load,High SSR
4789,2025-08-12,85.0,27,33,Low Load,Low SSR
920,2025-08-04,3.0,186,60,High Load,High SSR
2148,2025-08-03,19.0,162,46,Medium Load,High SSR
2201,2025-08-03,-3.0,209,101,High Load,High SSR
4474,2025-08-11,-9.0,43,14,Low Load,Low SSR
729,2025-08-12,-2.0,154,30,Medium Load,Low SSR
1659,2025-08-04,7.0,274,49,High Load,High SSR
953,2025-08-05,14.0,224,89,High Load,High SSR
1448,2025-08-07,-1.0,132,78,Medium Load,High SSR
4542,2025-08-15,-9.0,36,21,Low Load,Low SSR
3694,2025-08-03,0.0,82,26,Medium Load,Low SSR
5358,2025-08-11,-8.0,52,32,Low Load,Low SSR
5699,2025-08-03,3.0,83,31,Medium Load,Low SSR
4554,2025-08-14,30.0,53,23,Low Load,Low SSR
4445,2025-08-11,-7.0,49,17,Low Load,Low SSR
3498,2025-08-03,-3.0,93,22,Medium Load,Low SSR
5833,2025-08-12,389.0,46,27,Low Load,Low SSR
3681,2025-08-02,9.0,111,5,Medium Load,Low SSR
1616,2025-08-10,-3.0,149,85,Medium Load,High SSR
1252,2025-08-11,2.0,149,13,Medium Load,Low SSR
4766,2025-08-12,202.0,42,19,Low Load,Low SSR
5610,2025-08-11,174.0,44,19,Low Load,Low SSR
5859,2025-08-14,-6.0,96,3,Medium Load,Low SSR
1124,2025-08-05,22.0,213,103,High Load,High SSR
3440,2025-08-04,-1.0,75,24,Medium Load,Low SSR
708,2025-08-14,20.0,110,57,Medium Load,High SSR
2113,2025-08-04,-2.0,178,103,High Load,High SSR
2133,2025-08-13,128.0,197,91,High Load,High SSR
3685,2025-08-04,-6.0,66,19,Low Load,Low SSR
1801,2025-08-11,12.0,253,98,High Load,High SSR
1403,2025-08-07,0.0,135,73,Medium Load,High SSR
1660,2025-08-07,-3.0,228,74,High Load,High SSR
845,2025-08-04,28.0,362,212,High Load,High SSR
929,2025-08-03,2.0,184,66,High Load,High SSR
3464,2025-08-08,0.0,71,14,Low Load,Low SSR
276,2025-08-15,73.0,153,48,Medium Load,High SSR
1082,2025-08-11,-2.0,146,108,Medium Load,High SSR
1041,2025-08-14,8.0,140,38,Medium Load,Low SSR
503,2025-08-15,4.0,240,108,High Load,High SSR
2071,2025-08-13,-6.0,74,27,Medium Load,Low SSR
2865,2025-08-15,21.0,178,94,High Load,High SSR
580,2025-08-12,7.0,203,137,High Load,High SSR
5517,2025-08-06,15.0,61,18,Low Load,Low SSR
5094,2025-08-11,-6.0,41,16,Low Load,Low SSR
5603,2025-08-12,171.0,28,67,Low Load,High SSR
2649,2025-08-05,-4.0,189,65,High Load,High SSR
1495,2025-08-12,189.0,76,68,Medium Load,High SSR
5027,2025-08-08,92.0,10,10,Low Load,Low SSR
5517,2025-08-09,9.0,64,18,Low Load,Low SSR
5122,2025-08-01,29.0,47,17,Low Load,Low SSR
5532,2025-08-04,-5.0,70,11,Low Load,Low SSR
5337,2025-08-01,0.0,78,25,Medium Load,Low SSR
5517,2025-08-11,-2.0,74,18,Medium Load,Low SSR
3568,2025-08-09,3.0,67,26,Low Load,Low SSR
4780,2025-08-03,13.0,49,20,Low Load,Low SSR
1239,2025-08-06,-3.0,163,75,Medium Load,High SSR
5292,2025-08-08,-8.0,74,48,Medium Load,High SSR
4809,2025-08-15,-3.0,73,31,Medium Load,Low SSR
4645,2025-08-02,-8.0,57,23,Low Load,Low SSR
1975,2025-08-09,-5.0,116,51,Medium Load,High SSR
5610,2025-08-03,11.0,49,19,Low Load,Low SSR
4380,2025-08-06,3.0,36,10,Low Load,Low SSR
1946,2025-08-08,-9.0,195,57,High Load,High SSR
1909,2025-08-10,96.0,124,55,Medium Load,High SSR
2211,2025-08-07,12.0,187,87,High Load,High SSR
1413,2025-08-11,0.0,183,52,High Load,High SSR
782,2025-08-02,57.0,177,12,High Load,Low SSR
2337,2025-08-14,6.0,207,98,High Load,High SSR
4563,2025-08-11,-6.0,42,27,Low Load,Low SSR
2629,2025-08-06,-5.0,145,116,Medium Load,High SSR
1069,2025-08-02,-4.0,121,67,Medium Load,High SSR
5420,2025-08-05,-4.0,57,23,Low Load,Low SSR
2635,2025-08-14,12.0,150,56,Medium Load,High SSR
1492,2025-08-06,159.0,96,100,Medium Load,High SSR
2189,2025-08-03,-4.0,168,62,Medium Load,High SSR
2195,2025-08-09,-2.0,143,85,Medium Load,High SSR
2684,2025-08-01,-3.0,237,70,High Load,High SSR
1381,2025-08-13,-11.0,70,21,Low Load,Low SSR
758,2025-08-13,30.0,230,88,High Load,High SSR
1297,2025-08-01,3.0,143,85,Medium Load,High SSR
1823,2025-08-03,-2.0,255,89,High Load,High SSR
1801,2025-08-02,175.0,222,98,High Load,High SSR
3571,2025-08-06,-8.0,81,27,Medium Load,Low SSR
1933,2025-08-08,-4.0,187,40,High Load,Low SSR
758,2025-08-02,51.0,210,88,High Load,High SSR
2200,2025-08-10,15.0,159,80,Medium Load,High SSR
3685,2025-08-11,-1.0,81,19,Medium Load,Low SSR
2455,2025-08-03,-4.0,188,31,High Load,Low SSR
5652,2025-08-01,35.0,80,33,Medium Load,Low SSR
1485,2025-08-10,11.0,213,78,High Load,High SSR
2067,2025-08-08,-6.0,146,27,Medium Load,Low SSR
5821,2025-08-09,0.0,51,16,Low Load,Low SSR
5437,2025-08-13,9.0,65,38,Low Load,Low SSR
2488,2025-08-06,118.0,81,82,Medium Load,High SSR
4529,2025-08-14,335.0,44,19,Low Load,Low SSR
5230,2025-08-07,-7.0,38,37,Low Load,Low SSR
2616,2025-08-05,16.0,203,98,High Load,High SSR
4389,2025-08-04,2.0,52,21,Low Load,Low SSR
5521,2025-08-02,-3.0,51,26,Low Load,Low SSR
5699,2025-08-04,1.0,81,31,Medium Load,Low SSR
1477,2025-08-13,-2.0,126,43,Medium Load,High SSR
2005,2025-08-03,0.0,178,54,High Load,High SSR
1252,2025-08-01,-2.0,126,13,Medium Load,Low SSR
5292,2025-08-11,2.0,76,48,Medium Load,High SSR
1178,2025-08-05,-1.0,138,102,Medium Load,High SSR
2254,2025-08-11,35.0,216,71,High Load,High SSR
1793,2025-08-15,-1.0,138,38,Medium Load,Low SSR
5499,2025-08-01,16.0,40,30,Low Load,Low SSR
5274,2025-08-14,32.0,54,39,Low Load,Low SSR
5841,2025-08-14,-1.0,55,34,Low Load,Low SSR
5045,2025-08-15,-11.0,43,25,Low Load,Low SSR
5833,2025-08-04,2.0,83,27,Medium Load,Low SSR
2653,2025-08-14,-7.0,166,49,Medium Load,High SSR
3614,2025-08-10,6.0,74,23,Medium Load,Low SSR
695,2025-08-07,13.0,211,75,High Load,High SSR
944,2025-08-13,1.0,387,131,High Load,High SSR
482,2025-08-03,-2.0,138,28,Medium Load,Low SSR
118,2025-08-09,5.0,186,69,High Load,High SSR
5135,2025-08-10,-1.0,26,22,Low Load,Low SSR
1041,2025-08-04,74.0,140,38,Medium Load,Low SSR
5435,2025-08-14,-4.0,91,20,Medium Load,Low SSR
2430,2025-08-14,-4.0,159,46,Medium Load,High SSR
1996,2025-08-15,-1.0,196,113,High Load,High SSR
611,2025-08-07,-5.0,275,48,High Load,High SSR
1905,2025-08-08,-8.0,142,78,Medium Load,High SSR
1580,2025-08-13,110.0,93,63,Medium Load,High SSR
1834,2025-08-08,22.0,232,97,High Load,High SSR
1304,2025-08-13,-7.0,178,73,High Load,High SSR
1398,2025-08-11,95.0,149,96,Medium Load,High SSR
380,2025-08-11,-4.0,136,69,Medium Load,High SSR
5763,2025-08-11,39.0,88,49,Medium Load,High SSR
5469,2025-08-03,-3.0,81,15,Medium Load,Low SSR
1069,2025-08-09,7.0,127,67,Medium Load,High SSR
938,2025-08-14,72.0,187,61,High Load,High SSR
5392,2025-08-13,-2.0,62,24,Low Load,Low SSR
5038,2025-08-13,-8.0,61,41,Low Load,High SSR
3493,2025-08-04,9.0,79,22,Medium Load,Low SSR
2628,2025-08-09,97.0,35,49,Low Load,High SSR
5122,2025-08-10,216.0,40,17,Low Load,Low SSR
2364,2025-08-15,-6.0,133,69,Medium Load,High SSR
5988,2025-08-10,100.0,81,14,Medium Load,Low SSR
2683,2025-08-13,20.0,178,69,High Load,High SSR
399,2025-08-04,-4.0,174,53,High Load,High SSR
1643,2025-08-03,-8.0,236,58,High Load,High SSR
4482,2025-08-11,0.0,41,60,Low Load,High SSR
4792,2025-08-08,-1.0,61,41,Low Load,High SSR
1974,2025-08-13,125.0,139,93,Medium Load,High SSR
4188,2025-08-07,-6.0,48,22,Low Load,Low SSR
5490,2025-08-10,24.0,74,12,Medium Load,Low SSR
1693,2025-08-08,44.0,95,36,Medium Load,Low SSR
2862,2025-08-07,46.0,215,82,High Load,High SSR
4426,2025-08-04,-5.0,48,19,Low Load,Low SSR
3708,2025-08-14,-2.0,66,4,Low Load,Low SSR
2426,2025-08-09,45.0,209,79,High Load,High SSR
609,2025-08-13,23.0,180,110,High Load,High SSR
4574,2025-08-09,-5.0,52,24,Low Load,Low SSR
881,2025-08-12,-3.0,200,93,High Load,High SSR
5748,2025-08-08,14.0,68,36,Low Load,Low SSR
912,2025-08-07,17.0,152,76,Medium Load,High SSR
5859,2025-08-01,-7.0,111,3,Medium Load,Low SSR
980,2025-08-12,53.0,193,47,High Load,High SSR
2099,2025-08-07,-1.0,213,141,High Load,High SSR
5289,2025-08-10,-6.0,52,22,Low Load,Low SSR
938,2025-08-06,194.0,189,61,High Load,High SSR
5405,2025-08-10,7.0,43,16,Low Load,Low SSR
561,2025-08-07,-4.0,239,75,High Load,High SSR
2243,2025-08-05,-3.0,134,69,Medium Load,High SSR
2147,2025-08-07,62.0,132,40,Medium Load,Low SSR
1377,2025-08-08,61.0,160,69,Medium Load,High SSR
